Coosellidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedariidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwoodiidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,,F1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menomoniidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,F1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolaspididae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyriaspididae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,F1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmrichellidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,F1,1,L2,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diceratocephalidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tengfengiidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisaniidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,F1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inouyiidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,F1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wuaniidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzellidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proasaphiscidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignotogregatidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holanshaniidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapaniidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olenidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,,F1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harpetidae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,,,F1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harpididae,Animalia,Arthropoda,Trilobita,M,,,,,,,,,,,,F1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
