Gonioceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,F1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huroniidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,F1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbactinoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,F1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troedssonellidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,F1,L2,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sactorthoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,?F,F2,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geisonoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,F1,1,1,1,1,1,1,1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,F1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawsonoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,?F,F2,1,1,L2,?,?,?,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphooceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,?F,F2,1,L2,?,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offleyoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,?F,F2,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraphragmitidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,?F,F2,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamellorthoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,,,,,F1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuanoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,?F,F2,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narthecoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,F1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brachycycloceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,,,,,,,F1,1,1,1,1,1,1,1,1,1,1,L2,?,?,?,?,?,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,?F,F2,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stereoplasmoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,F1,1,1,L2,?,?,?,?,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudorthoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,F1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,L2,?,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mysterioceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,F1,L2,?,?,?,?,?,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebetoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,F1,L2,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ascoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,F1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choanoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bassleroceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,F1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarphyceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,F1,L2,?,?,?,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonioceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,F1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trocholitidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,F1,1,1,1,1,1,L2,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lituitidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,F1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ophidioceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,F1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plectoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,F1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barrandeoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,F1,1,1,1,1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apsidoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,F1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uranoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,?F,?,?,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lechritroceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,F1,L2,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nephriticeratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,,,,,,F1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phthanoncoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,F1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graciloceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,F1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valcouroceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,F1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oncoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,F1,1,1,1,1,1,L2,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripteroceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,F1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diestoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,?F,?,F2,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangyuanoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyrtoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,F1,1,1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,F1,1,1,1,1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripleuroceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,F1,1,1,1,1,1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jovellaniidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,F1,1,1,1,1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemiphragmoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,F1,L2,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acleistoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,?F,F2,1,1,1,1,L2,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trimeroceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,FL,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polyelasmoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,F1,L2,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poterioceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,,,,F1,1,1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,,,,?F,?,F2,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archiacoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,,,,,F1,1,L2,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolloceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktjuboceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gouldoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,F1,1,1,L2,?L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruedemannoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,F1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westonoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,F1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyrtogomphoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,F1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenlandoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discosoridae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,F1,1,1,1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandaloceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,F1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entimoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,F1,1,1,1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,F1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,F1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phragmoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,?F,F2,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naedyceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,?F,F2,1,1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukhtoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,,?F,F2,1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brevicoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,,,,F1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxyceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,,,,F1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mecynoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,,,,?F,?,F2,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devonocheilidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,,,,,,F1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,,,,,F1,1,1,1,1,1,1,1,1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetragonoceratidae,Animalia,Mollusca,Cephalopoda,M,,,,,,,,,,,,,,,,,,,,,,,,,,F1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
